,DISTTYPE,IMG,APP,ID,JOB_ID,TASKS_PER_NODE,START_OF_FILE,START_OF_APPLICATION,MAX_STARTUP,MAX_IMPORT,MAX_VISIT,MAX_MPI,MAX_TOTAL,END_OF_APPLICATION,END_OF_FILE,LUSTREBLOCK,SQUASHBLOCK,STRIPE_PATTERN,CLUSTER_NAME,CPUS_PER_NODE,NODECOUNT
368,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542139946.752264040,11916,32(x128),1542139946.783628309,1542139947.864722951,2.75471520424,1.99305510521,29.7189328671,7.25925588608,40.917052269029995,1542139989.719251890,1542139990.791512846,64k,128k,one,moon,32,128
369,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542140067.354056375,11917,32(x128),1542140067.385420157,1542140068.466039660,2.75817012787,2.07061815262,29.8008959293,7.25386214256,41.05683207509,1542140110.762944120,1542140111.826413566,64k,128k,one,moon,32,128
370,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542137333.560958849,11903,32(x512),1542137333.590607180,1542137353.795953104,6.87075424194,3.0561029911,29.8128218651,7.25588107109,44.54012584691,1542137400.797042526,1542137414.507707872,64k,128k,one,moon,32,512
371,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1541811029.411257240,11718,32(x128),1541811029.441353306,1541811034.547688782,12.3729734421,4.28948998451,31.8875939846,7.22124695778,52.542154312170005,1541811088.111115762,1541811091.585013472,64k,1m,all,moon,32,128
372,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541718007.535294768,11283,32(x512),1541718007.565047017,1541718023.627836558,26.223865509,16.5153448582,30.9681088924,7.21844792366,62.98352050776,1541718090.964952768,1541718100.670363852,1m,128k,all,moon,32,512
373,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541772390.679025730,11532,32,1541772390.708256194,1541772392.161681325,11.5299520493,3.28136086464,30.7524619102,6.52671289444,50.85831594462,1541772444.736335876,1541772445.660925612,1m,1m,two,moon,32,1
374,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541705869.042362251,11240,32(x512),1541705869.072636327,1541705889.272275436,6.74897456169,3.07994914055,30.5161590576,7.2585170269,45.12787961963,1541705937.002117110,1541705950.484908556,1m,128k,two,moon,32,512
375,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541771308.751316398,11526,32(x1024),1541771308.781520126,1541771343.110800165,38.9697048664,20.8660900593,34.0951678753,7.46781897545,75.59295177457,1541771424.855132026,1541771444.221554084,1m,1m,two,moon,32,1024
376,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542154578.428411216,12007,32(x512),1542154578.458801011,1542154582.512674047,2.78948450089,2.3633480072,29.8434891701,7.33083581924,40.44787883761,1542154625.830453687,1542154629.905910206,1m,128k,all,moon,32,512
377,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541762324.806698838,11485,32(x1024),1541762324.835956013,1541762366.752551769,15.6322848797,4.50268697739,32.2792100906,7.30220413208,55.45183396339,1541762427.516221150,1541762454.508919995,1m,1m,all,moon,32,1024
378,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541763497.387356384,11491,32,1541763497.418306613,1541763497.732715897,2.6479947567,1.75470900536,29.3694419861,6.44053697586,40.14364385607,1541763538.406199321,1541763538.712143125,1m,1m,all,moon,32,1
379,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541732278.464326157,11334,32,1541732278.494927785,1541732279.665488526,21.9094512463,9.59688401222,28.5554299355,6.47297692299,57.0925984382,1541732340.598605798,1541732341.311681726,1m,128k,one,moon,32,1
380,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541755983.958116215,11452,32,1541755983.988638675,1541755985.151172207,31.4035787582,19.0826640129,29.014647007,6.43574404716,68.73624491691,1541756059.080180232,1541756059.784110998,1m,1m,all,moon,32,1
381,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542176165.744456252,12173,32(x1024),1542176165.775796996,1542176173.854802475,2.87403655052,2.40085911751,29.6987349987,7.46964097023,40.67652082446,1542176221.816048396,1542176230.039929507,64k,128k,one,moon,32,1024
382,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541723445.228750147,11308,32(x1024),1541723445.258834537,1541723489.206167972,7.6689593792,3.13200998306,30.6064219475,7.36012792587,45.95845103262,1541723543.224752117,1541723570.384551004,1m,128k,all,moon,32,1024
383,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542175277.363922143,12167,32(x1024),1542175277.394109479,1542175312.652339196,26.1085402966,16.6003389359,30.9633209705,7.26416802406,61.28050923353,1542175380.755578265,1542175400.008046074,64k,128k,one,moon,32,1024
384,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1541805982.547319159,11693,32,1541805982.578013895,1541805983.741558717,31.6313710213,14.4713389874,25.8141489029,6.57126307487,65.24536609649999,1541806052.401215422,1541806053.104039673,64k,1m,all,moon,32,1
385,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542132526.411658095,11877,32(x128),1542132526.442150260,1542132530.581936911,25.6986274719,16.2095999718,29.5571269989,7.20570516586,61.61089038847,1542132595.516749599,1542132598.014592324,64k,128k,one,moon,32,128
386,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542135169.905172384,11888,32(x1024),1542135169.935129965,1542135202.143245460,26.3392996788,17.1399440765,33.5583980083,7.25242900848,62.035664320029994,1542135270.238255044,1542135289.800555020,64k,128k,one,moon,32,1024
387,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541798560.545355834,11650,32,1541798560.575609514,1541798562.148226205,11.1436522007,3.76409101486,30.9826989174,6.41154289246,50.56688690185,1541798613.486329222,1541798614.457576581,64k,1m,one,moon,32,1
388,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541803368.634605807,11678,32(x128),1541803368.664814401,1541803369.730616832,2.76907300949,1.93496894836,29.6715049744,7.2453417778,40.96393990518,1541803412.325048047,1541803413.390758576,64k,1m,one,moon,32,128
389,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541798801.362349466,11652,32,1541798801.392307166,1541798802.828492121,11.4883050919,3.13865017891,31.2045629025,6.44726085663,51.1360394955,1541798855.710962898,1541798856.672093633,64k,1m,one,moon,32,1
390,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542132225.275550775,11875,32(x128),1542132225.305044671,1542132229.468992850,34.6313967705,16.714607954,30.4681789875,7.13503694534,70.44812989236,1542132303.322780943,1542132305.805410738,64k,128k,one,moon,32,128
391,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541804239.629290287,11685,32(x1024),1541804239.660192615,1541804247.879896617,12.9061956406,2.1751639843,29.7076249123,7.2853178978,49.047978639609994,1541804301.478613880,1541804309.508385078,64k,1m,one,moon,32,1024
392,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542124232.602169495,11849,32(x1024),1542124232.632797890,1542124272.693707817,6.91637015343,3.11543297768,29.7646548748,7.30260205269,44.71706604954001,1542124324.513576782,1542124351.888472009,64k,128k,all,moon,32,1024
393,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1541805682.383849587,11691,32,1541805682.413612751,1541805683.589352818,31.4340984821,7.2510509491,25.8828890324,6.66952681541,64.38272809983,1541805753.652331692,1541805754.344036113,64k,1m,all,moon,32,1
394,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541761122.350697374,11478,32(x128),1541761122.380791323,1541761127.489171187,12.148753643,4.36554884911,31.9610879421,7.2131061554,52.229506731019995,1541761181.172165251,1541761184.633672965,1m,1m,all,moon,32,128
395,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542174841.429995275,12165,32(x1024),1542174841.461243639,1542174849.494387775,5.16402602196,2.49821901321,30.7943050861,7.56305384636,41.14339923858999,1542174897.435303691,1542174905.510193435,64k,128k,all,moon,32,1024
396,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541754271.811479298,11444,32(x512),1541754271.842634437,1541754275.932314018,2.78546619415,1.93683004379,29.9735939503,7.50597500801,41.2763831615,1541754319.617102645,1541754323.674549429,1m,1m,one,moon,32,512
397,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541755683.677345618,11450,32,1541755683.707951220,1541755684.889672098,36.5648057461,18.7642371655,28.5188250542,6.62418889999,73.28237676623,1541755762.535527394,1541755763.230926587,1m,1m,all,moon,32,1
398,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541732578.827467806,11336,32(x128),1541732578.857955634,1541732582.927325233,25.7860803604,16.4683837891,30.8454539776,7.111317873,62.3991734981,1541732649.039796062,1541732651.542702571,1m,128k,one,moon,32,128
399,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541762746.377696192,11487,32(x1024),1541762746.407858588,1541762786.520277012,12.624774456,4.61849093437,32.6199569702,7.28598308563,52.53908419608,1541762847.408300581,1541762874.418087760,1m,1m,all,moon,32,1024
400,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541763737.379165107,11493,32,1541763737.409901154,1541763737.728105574,2.67566895485,1.74115896225,29.2703619003,6.48976922035,39.93701720234,1541763778.187522690,1541763778.498056838,1m,1m,all,moon,32,1
401,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542154457.605327166,12005,32(x128),1542154457.635826713,1542154458.689653948,2.77716159821,2.14017295837,29.7336659431,7.22733592987,40.9952948093,1542154500.935387013,1542154501.990233228,1m,128k,all,moon,32,128
402,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541768875.539810930,11518,32(x128),1541768875.569485875,1541768879.679198131,36.2331945896,20.509016037,32.3964750767,7.23799204826,73.08949160573,1541768956.984844135,1541768959.482887854,1m,1m,two,moon,32,128
403,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541772149.857925769,11530,32,1541772149.887469438,1541772151.349651861,11.1027173996,3.22067117691,32.0207879543,6.47965192795,50.51318931584,1541772202.610305830,1541772203.590238629,1m,1m,two,moon,32,1
404,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1542158968.966349299,12039,32(x1024),1542158968.997541100,1542158977.251430423,2.95523452759,2.31153798103,29.957901001,7.35134005547,40.613612651779995,1542159025.751589652,1542159033.989159324,1m,1m,one,moon,32,1024
405,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541770437.196819365,11524,32(x512),1541770437.226561967,1541770453.296857947,35.9114573002,20.1006720066,32.5084278584,7.1943089962,72.72425532343,1541770531.393248623,1541770541.046288612,1m,1m,two,moon,32,512
406,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541706169.840807191,11242,32(x512),1541706169.871199813,1541706189.564838179,6.89363861084,3.14869999886,30.1586658955,7.25160908699,45.02638435365,1541706237.556672167,1541706250.997028774,1m,128k,two,moon,32,512
407,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541721011.567811977,11295,32(x128),1541721011.597676532,1541721016.702678675,6.66889071465,3.01086091995,30.441614151,7.22828388214,45.21300339695,1541721063.759521179,1541721067.214681414,1m,128k,all,moon,32,128
408,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541717647.084050544,11281,32(x512),1541717647.114798901,1541717663.204555450,25.4566690922,16.3632459641,31.2797579765,7.24847102165,61.724229812560004,1541717730.300427876,1541717740.038343020,1m,128k,all,moon,32,512
409,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1541812955.248960916,11726,32(x1024),1541812955.279205428,1541812995.417445121,12.625241518,4.52553391457,31.6901688576,7.42542791367,52.59706401824,1541813054.773594676,1541813081.788912050,64k,1m,all,moon,32,1024
410,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542139826.272707363,11915,32(x128),1542139826.303332807,1542139827.389491458,6.04593276978,2.08688998222,30.0975458622,7.23147392273,44.52198266978,1542139873.251500158,1542139874.316124231,64k,128k,one,moon,32,128
411,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542137033.086334268,11901,32(x512),1542137033.116858559,1542137053.306521722,6.70851969719,3.09505391121,29.6968941689,7.28817892075,44.668820858029996,1542137100.732231209,1542137114.415802309,64k,128k,one,moon,32,512
412,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542142020.307251443,11928,32(x1024),1542142020.338067323,1542142028.419415210,2.94240641594,2.38147115707,30.2419688702,7.32884097099,40.86490941045,1542142076.429727538,1542142084.658188352,64k,128k,one,moon,32,1024
413,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542136822.048499973,11900,32(x512),1542136822.079102129,1542136842.267811282,61.8559305668,3.08651590347,30.1585831642,7.22327589989,99.01798176766,1542136943.908681795,1542136957.612053798,64k,128k,one,moon,32,512
414,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542139706.783809518,11914,32,1542139706.814218740,1542139707.136007369,2.66343426704,1.74423289299,29.1889128685,6.419891119,39.78000307084,1542139748.480028532,1542139748.791260572,64k,128k,one,moon,32,1
415,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541717466.517796125,11280,32(x512),1541717466.548123804,1541717483.794321835,29.6286447048,16.6359519958,31.0388281345,7.24666714668,66.30591154097,1541717553.977720524,1541717563.710598299,1m,128k,all,moon,32,512
416,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541720891.841339861,11294,32,1541720891.871603688,1541720893.316628344,5.99758696556,2.55259299278,29.1672270298,6.45639204979,43.49039888382,1541720937.757050240,1541720938.728736564,1m,128k,all,moon,32,1
417,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541772270.213070534,11531,32,1541772270.242958578,1541772271.678576189,10.8276183605,3.11899495125,31.2920041084,6.41704916954,51.21667432785,1541772323.673454446,1541772324.640172983,1m,1m,two,moon,32,1
418,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542155044.067451416,12010,32(x512),1542155044.098367778,1542155048.206332947,2.79940843582,1.95215988159,29.8816928864,7.26629090309,41.07199239735,1542155091.568697353,1542155095.640501848,1m,128k,all,moon,32,512
419,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541769024.990626176,11519,32(x128),1541769025.021059860,1541769029.138567502,35.7195036411,19.9298970699,32.1781101227,7.11546516418,72.9539477825,1541769105.275580876,1541769107.772648203,1m,1m,two,moon,32,128
420,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542154398.394331443,12004,32(x128),1542154398.424783507,1542154399.481205740,2.75262546539,1.88400602341,29.6170809269,7.24113416672,40.83112215998,1542154441.437051974,1542154442.496859760,1m,128k,all,moon,32,128
421,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541763616.825322228,11492,32,1541763616.855550018,1541763617.172525428,2.64209794998,1.75631189346,29.3703410625,6.41958785057,40.09578704834,1541763657.777875785,1541763658.090461318,1m,1m,all,moon,32,1
422,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541762535.813102916,11486,32(x1024),1541762535.843314189,1541762575.902884287,12.927533865,4.63625907898,32.1139991283,7.58159899712,52.77698993677,1541762636.810532828,1541762663.847938630,1m,1m,all,moon,32,1024
423,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541755834.213530276,11451,32,1541755834.244054968,1541755835.420198659,29.5233120918,6.89114618301,28.914304018,6.48164510727,64.84036302563,1541755903.963505087,1541755904.654040283,1m,1m,all,moon,32,1
424,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541732729.499103498,11337,32(x128),1541732729.529579357,1541732733.646592131,24.2355139256,15.6444759369,30.4301240444,7.1924021244,61.422048807109995,1541732798.749674523,1541732801.264842035,1m,128k,one,moon,32,128
425,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541754392.185699780,11445,32(x1024),1541754392.216704638,1541754400.240424295,13.9532244205,2.05011296272,30.0461127758,7.34695792198,51.01069235803,1541754455.251804067,1541754463.283430728,1m,1m,one,moon,32,1024
426,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542174766.383075779,12164,32(x1024),1542174766.413532509,1542174774.416161471,2.93881630898,2.54734396935,29.8313491344,7.29904818535,40.84053921705,1542174822.089242140,1542174830.365588177,64k,128k,all,moon,32,1024
427,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541761271.813849299,11479,32(x128),1541761271.843719341,1541761276.952996675,12.3233892918,4.3883960247,31.883357048,7.2885260582,52.199357986369996,1541761330.668268730,1541761334.136558770,1m,1m,all,moon,32,128
428,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542175683.176116390,12170,32(x512),1542175683.206304522,1542175687.267607629,2.81841254234,1.87455296516,29.806789875,7.36332321167,40.895726203939994,1542175730.725404737,1542175734.810564596,64k,128k,one,moon,32,512
429,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1541805531.908679183,11690,32,1541805531.939402728,1541805533.104136051,30.6596815586,13.6646809578,31.2744250298,6.99350404739,69.73059940334,1541805606.493534908,1541805607.185022059,64k,1m,all,moon,32,1
430,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542124020.836750378,11848,32(x1024),1542124020.867363214,1542124061.023701043,6.97920060158,2.99492692947,29.8999478817,7.42029500008,44.69706654548,1542124112.969050061,1542124140.089972291,64k,128k,all,moon,32,1024
431,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541804120.179492023,11684,32(x512),1541804120.209799216,1541804124.259547435,2.7761464119,2.03159594536,29.6807019711,7.3340010643,40.75309133535,1541804168.740390435,1541804172.802034943,64k,1m,one,moon,32,512
432,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542132076.360687035,11874,32,1542132076.390228353,1542132077.562508090,15.2013425827,8.8424808979,28.8813300133,6.45479798317,54.475761652,1542132135.894867417,1542132136.562039896,64k,128k,one,moon,32,1
433,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541798920.778041028,11653,32,1541798920.807479005,1541798922.248144006,11.2834370136,3.02932977676,31.4009621143,6.43206501007,51.27055382723,1541798974.386282604,1541798975.370671670,64k,1m,one,moon,32,1
434,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541797419.468119782,11647,32(x1024),1541797419.498343789,1541797454.780807392,37.5720703602,20.8072478771,31.8579258919,7.49591803551,72.89675235751,1541797534.594240066,1541797553.761896780,64k,1m,one,moon,32,1024
435,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541795345.528800433,11643,32(x512),1541795345.559342667,1541795361.658088825,36.2110760212,20.0333600044,31.9164209366,7.21793889999,71.60554885866999,1541795439.714073365,1541795449.392356931,64k,1m,one,moon,32,512
436,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541799462.291120115,11657,32(x128),1541799462.320625136,1541799467.405927469,12.9125306606,4.46965909004,31.7252190113,7.2745718956,52.12214994425,1541799521.487746931,1541799524.979316939,64k,1m,one,moon,32,128
437,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/one/pynamic.sqfs,PYNAMIC,1541803608.977807422,11680,32(x512),1541803609.008628921,1541803613.183340799,12.8047533035,1.95839595795,29.6884310246,7.38344883919,49.18377423286,1541803664.922267805,1541803668.977315899,64k,1m,one,moon,32,512
438,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1m/all/pynamic.sqfs,PYNAMIC,1541806133.066279757,11694,32,1541806133.096232583,1541806134.265166716,26.2629942894,16.2410931587,31.6717638969,6.93218207359,66.17715525623,1541806204.655625641,1541806205.371045737,64k,1m,all,moon,32,1
439,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/one/pynamic.sqfs,PYNAMIC,1542131474.391529242,11870,32,1542131474.421090230,1542131475.619465654,27.9050958157,10.8716719151,28.7424798012,6.50887107849,65.09329676634,1542131545.019556210,1542131545.693910394,64k,128k,one,moon,32,1
440,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/one/pynamic.sqfs,PYNAMIC,1541753341.091279889,11441,32(x512),1541753341.121437004,1541753345.210682159,2.77897620201,2.09182596207,30.1312050819,7.34516000748,41.107434987990004,1541753388.584649780,1541753392.643929986,1m,1m,one,moon,32,512
441,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542172268.230237815,12148,32(x512),1542172268.260602315,1542172272.255902574,2.80273652077,1.98745703697,29.8647999763,7.26989817619,40.682969570199994,1542172315.820265702,1542172319.892874369,64k,128k,all,moon,32,512
442,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/one/pynamic.sqfs,PYNAMIC,1541732127.735578919,11333,32,1541732127.766119352,1541732128.929464219,22.193251133,5.69627404213,26.4598641396,6.6266579628,56.12565016748,1541732187.769590052,1541732188.453038702,1m,128k,one,moon,32,1
443,SQUASHFUSE,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541756435.116784140,11455,32(x128),1541756435.147097263,1541756439.307504392,37.5804185867,20.1688439846,32.3849430084,7.40299701691,74.83057975769,1541756517.800283388,1541756520.285373694,1m,1m,all,moon,32,128
444,KERNEL,/mnt/lustre/rgoff/exp_tree/l_64k/s_1k/all/pynamic.sqfs,PYNAMIC,1542174193.708350588,12160,32(x1024),1542174193.739213725,1542174201.841496524,2.97540616989,2.40637803078,29.7685670853,7.57503914833,40.76682925229,1542174249.972661201,1542174258.197412018,64k,128k,all,moon,32,1024
445,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541761783.521085316,11482,32(x512),1541761783.551297484,1541761803.564679597,12.5259637833,4.57573890686,32.4971041679,7.26683211327,51.97304296490999,1541761858.646501576,1541761872.237214754,1m,1m,all,moon,32,512
446,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/all/pynamic.sqfs,PYNAMIC,1541764097.840815472,11496,32(x128),1541764097.870931257,1541764098.940867040,2.77127838135,1.88977098465,30.0787670612,7.20666313171,40.84931135182,1541764141.298659212,1541764142.364976958,1m,1m,all,moon,32,128
447,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1m/two/pynamic.sqfs,PYNAMIC,1541772750.871372760,11535,32(x128),1541772750.901581246,1541772756.068670823,15.9826221466,4.48335194588,31.8749849796,7.32808589935,56.63380026819,1541772813.663610661,1541772817.115480858,1m,1m,two,moon,32,128
448,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/two/pynamic.sqfs,PYNAMIC,1541708122.699086481,11247,32(x1024),1541708122.728436156,1541708162.135565196,8.7508699894,3.04840111732,30.9355080128,7.3719959259,46.29928398132,1541708215.600208520,1541708242.364713478,1m,128k,two,moon,32,1024
449,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542154172.328628395,12000,32,1542154172.359887760,1542154172.667523511,2.63569760323,1.75572299957,29.0170328617,6.44931101799,39.61735343929,1542154212.914358282,1542154213.228792466,1m,128k,all,moon,32,1
450,KERNEL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1542155615.553183627,12014,32(x1024),1542155615.583326618,1542155623.799959949,2.86120891571,2.31803512573,29.6909880638,7.33836507797,41.02850484847,1542155671.918411625,1542155679.970413280,1m,128k,all,moon,32,1024
451,SQUASHFUSE_LL,/mnt/lustre/rgoff/exp_tree/l_1m/s_1k/all/pynamic.sqfs,PYNAMIC,1541720410.863166688,11290,32,1541720410.893517971,1541720412.357686050,5.71425127983,2.42897987366,29.3933739662,6.51156616211,43.77849316598,1541720456.878319920,1541720457.856453737,1m,128k,all,moon,32,1
